2.14135e-10,2.05216e-10,3.74101e-10
2.14114e-10,2.05216e-10,3.741e-10
2.14093e-10,2.05216e-10,3.741e-10
2.14071e-10,2.05216e-10,3.741e-10
2.1405e-10,2.05215e-10,3.741e-10
2.14029e-10,2.05215e-10,3.74099e-10
2.14008e-10,2.05215e-10,3.74099e-10
2.13987e-10,2.05214e-10,3.74099e-10
2.13966e-10,2.05213e-10,3.74099e-10
2.13945e-10,2.05212e-10,3.74099e-10
2.13923e-10,2.05212e-10,3.74098e-10
2.13902e-10,2.0521e-10,3.74098e-10
2.13881e-10,2.05209e-10,3.74098e-10
2.1386e-10,2.05208e-10,3.74098e-10
2.13839e-10,2.05207e-10,3.74098e-10
2.13818e-10,2.05206e-10,3.74098e-10
2.13797e-10,2.05204e-10,3.74097e-10
2.13776e-10,2.05203e-10,3.74097e-10
2.13755e-10,2.05201e-10,3.74097e-10
2.13734e-10,2.05199e-10,3.74097e-10
2.13712e-10,2.05198e-10,3.74096e-10
2.13691e-10,2.05196e-10,3.74096e-10
2.1367e-10,2.05194e-10,3.74096e-10
2.13649e-10,2.05192e-10,3.74096e-10
2.13628e-10,2.05189e-10,3.74096e-10
2.13607e-10,2.05187e-10,3.74095e-10
2.13586e-10,2.05185e-10,3.74095e-10
2.13565e-10,2.05183e-10,3.74095e-10
2.13544e-10,2.0518e-10,3.74095e-10
2.13523e-10,2.05178e-10,3.74095e-10
