nu,E
0.1269005456663662,-0.2489453078910388
1.3402636131411012,0.8418485071061282
0.9295868826111909,0.7639346631777585
0.5375772761962765,0.8372653398162232
0.3135717868163254,-0.27186114434055914
-0.9931269012333892,-0.7026788695915411
-1.030461149463381,-0.9593362378261683
1.134925247876146,2.0472215043508957
1.2095937443361298,1.1030890426306592
-1.31046801118832,-0.9272540667968397
-0.7691214118534382,-0.5514343490247066
-2.486496830433063,-2.9988456818334757
0.3695731591613132,0.36519910895610563
-0.2837761848635441,0.1910387519397508
-1.758478989948222,-2.659691302380575
2.161617074200922,1.2589167304873976
-0.563783046588483,-0.6430976948227878
0.1269005456663662,0.4935277930734186
-1.515806376453275,-2.210540907969977
-1.31046801118832,-1.032666914464633
-0.8251227841984259,-0.6064323565035554
-0.17177344017356858,0.0031288930536845635
0.18290191801135397,0.31020110147725616
0.5375772761962765,0.9243455183244006
-1.1051296459233648,-0.8172580518391427
-0.3584446813235278,-0.5193521779953787
1.2095937443361298,0.9793435258032501
1.2842622407961135,0.6356059790604456
1.0789238755311583,0.8968465145849766
-0.30244330897854005,-0.25811164247084706
-1.8891488587531935,-1.9355508705757332
-0.8811241565434137,-0.80350854996943
-0.09710494371358488,-0.18478096583238168
0.7429156414612317,-0.010620608816028141
0.2762375385863336,-0.04728594713525985
-2.019818727558165,-1.5597311528036
1.3029293649111093,1.0389247005720021
0.8362512620362113,0.6585218155099658
0.5375772761962765,0.4568624547541869
0.6309128967712562,0.7364356594383343
-2.281158465168108,-2.0776290565627593
-0.6944529153934544,-0.43227199948720124
-1.777146114063218,-1.449735137845903
0.18290191801135397,0.68602081924939
0.16423479389635803,0.4064476145652425
-0.7504542877384422,-0.8768392266078954
0.9855882549561786,1.0801732061811389
0.22023616624134582,0.5026941276532275
-0.787788535968434,-0.7805927135199097
-0.04110357136859712,-0.25811164247084706
0.23890329035634172,0.01687839492339727
-0.37711180543852374,0.0031288930536845635
0.7242485173462357,0.3468664397964892
0.9295868826111909,0.8510148416859359
-0.04110357136859712,-0.061035449004972556
-0.7131200395084504,-1.0464164163343457
0.10823342155137027,0.7089366556989103
-0.20910768840356042,-0.29936014807998323
-0.5451159224734871,-0.5880996873439396
-1.049128273578377,-0.9776689069857848
-0.7317871636234463,-0.7530937097804855
-0.30244330897854005,-0.03353644526554845
1.0975909996461541,1.8318126417254053
1.3402636131411012,1.6484859501292428
1.7322732195560155,2.157217519308593
-0.5824501707034789,-0.3222759845295035
0.7802498896912236,0.9610108566436336
-0.022436447253601197,0.048960565952725174
0.22023616624134582,0.4935277930734186
-1.1611310182683525,-1.0280837471747293
-0.5077816742434952,-0.07936811816458907
0.5375772761962765,0.29645159960754475
-0.47044742601350337,0.07645956969214929
1.0602567514161623,0.4889446257835148
0.4629087797362928,-0.1526987948030538
-0.6011172948184749,-0.6797630331420208
1.0602567514161623,1.0985058753407555
-1.9078159828681895,-1.2389094425103158
0.7429156414612317,0.9060128491647841
-0.787788535968434,-0.6751798658521164
-0.5824501707034789,-0.9776689069857848
-0.9557926530033973,-0.4185224976174892
-0.2837761848635441,-0.14811562751314933
0.5935786485412643,0.39728127998543356
0.7989170138062195,1.1626702173994126
-0.0037693231386052724,-0.16186512938286138
-1.4224707558782954,-1.5505648182237926
1.6202704748660401,1.2268345594580683
0.910919758496195,0.33311693792677644
-0.8437899083134218,-0.9135045649271277
-0.6757857912784585,-0.25811164247084706
0.3882402832763091,0.11770807530128609
0.5002430279662846,1.0985058753407555
0.5562444003112724,0.01687839492339727
0.3509060350463173,0.2597862612883117
0.4442416556212969,0.7364356594383343
-1.4038036317632996,-1.1976609369011797
2.292286943005893,1.840978976305213
-0.022436447253601197,-0.6339313602429802
1.6762718472110278,1.1672533846893163
1.5829362266360483,1.607237444520106
1.3029293649111093,1.9647244931326233
-0.3584446813235278,-0.9730857396958803
0.08956629743637434,-0.08853445274439666
